"NETNCode","Month","Year","Discharge","DO_mgL","pH","SpCond","Temp_C","Turbidity"
"MORRSA",6,2006,0.15176,8.41,7.17,118,16.1,NA
"MORRSA",6,2007,0.304,9.39,7.65,115,15.51,NA
"MORRSA",6,2008,0.223,8.3,7.21,129,17.81,NA
"MORRSA",6,2009,0.274,9.67,6.97,102,13.6,NA
"MORRSA",6,2010,0.185,9.83,7.5,126,14.64,NA
"MORRSA",6,2011,0.421,10.4,7.02,105,15.16,NA
"MORRSA",6,2012,0.095,9.34,7.17,128,15.7,2.05
"MORRSA",6,2013,0.492,9.65,6.99,98,14.66,2.53
"MORRSA",7,2006,0.114,8.21,7.52,129,18.28,NA
"MORRSA",7,2007,0.137,9.02,7.67,134,17.79,NA
"MORRSA",7,2008,0.12315,8.47,7.26,129,19.58,NA
"MORRSA",7,2009,0.118,10.02,7.33,133,18.13,NA
"MORRSA",7,2010,0.25,17.57,14.98,248,38.91,NA
"MORRSA",7,2011,0.202,8.52,7.19,139,19.35,NA
"MORRSA",7,2012,0.147,9.08,7.23,133,16.55,1.28
"MORRSA",7,2013,0.31,8.82,7.02,126,17.97,2.47
"MORRSA",8,2006,0.194,8.42,7.74,121,17.82,NA
"MORRSA",8,2007,0.047,8.67,7.74,126,18.85,NA
"MORRSA",8,2008,NA,8.62,7.49,132,18.86,NA
"MORRSA",8,2009,0.107,8.63,7.28,132,18.52,NA
"MORRSA",8,2010,0.093,8.98,NA,119,17.35,NA
"MORRSA",8,2011,0.107,8.94,7.28,125,18.66,NA
"MORRSA",8,2012,0.108,9.33,6.89,137,15.46,2.15
"MORRSA",8,2013,0.129,9.05,7.42,127,18.04,2.14
"MORRSA",9,2006,0.153,8.85,7.47,82,16.24,NA
"MORRSA",9,2007,0.051,9.25,7.7,126,16.19,NA
"MORRSA",9,2008,NA,9.46,8.07,138,15.56,NA
"MORRSA",9,2009,0.0877,9.72,7.24,130,14.77,NA
"MORRSA",9,2010,0.067,9.07,7.82,203,16.73,NA
"MORRSA",9,2011,0.0222,9.58,7.14,98,16.04,NA
"MORRSA",9,2012,0.036,10.81,7.68,123,10.5,1.24
"MORRSA",9,2013,NA,10.33,7.61,100,11.68,1.42
"MORRSA",10,2006,0.09,10.16,8.26,115,10.03,NA
"MORRSA",10,2007,0.051,9.79,7.8,144,13.92,NA
"MORRSA",10,2008,0.07256,10.45,7.81,80,10.73,NA
"MORRSA",10,2009,0.107,10.88,6.93,145,9.09,NA
"MORRSA",10,2010,0.053,9.36,7.65,128,14.59,NA
"MORRSA",10,2011,0.285,10.21,7.45,120,11.46,NA
"MORRSA",10,2012,0.056,10.29,7.34,124,9.55,1.32
"MORRSA",10,2013,0.059,10.38,7.22,115,9.94,3.64
"MORRSB",4,2007,12.886,11.75,7.3,74,6.43,NA
"MORRSB",5,2006,NA,10.76,7.49,74,10.13,NA
"MORRSB",5,2007,1.99,10.48,7.67,112,12.55,NA
"MORRSB",5,2008,1.844,10.53,7.44,107,12.07,NA
"MORRSB",5,2009,1.6784,10.88,7.42,106,10.52,NA
"MORRSB",5,2010,1.843,11.66,7.47,114,9.82,NA
"MORRSB",5,2011,7.858,10.55,7.14,77,11.67,NA
"MORRSB",5,2012,1.162,9.54,7.39,120,14.42,1.88
"MORRSB",5,2013,1.55,10.49,7.35,114,10.98,1.38
"MORRSB",5,2014,2.93,10.69,7.19,90,10.65,2
"MORRSB",6,2006,0.95,9.22,7.52,122,16.98,NA
"MORRSB",6,2007,1.399,9.36,7.56,120,16.64,NA
"MORRSB",6,2008,1.199,9.02,7.49,124,17.93,NA
"MORRSB",6,2009,1.65,10.03,7.37,112,13.68,NA
"MORRSB",6,2010,0.924,9.78,7.72,120,14.74,NA
"MORRSB",6,2011,1.959,9.8,7.36,113,15.35,NA
"MORRSB",6,2012,1.325,9.49,7.23,119,14.94,3.57
"MORRSB",6,2013,3.56,9.62,7.2,101,15.03,2.33
"MORRSB",6,2014,1.561,9.82,7.28,120,14.34,1.57
"MORRSB",7,2006,1.114,9.04,7.63,107,18.5,NA
"MORRSB",7,2007,0.616,9.22,7.54,129,18.67,NA
"MORRSB",7,2008,0.538,8.85,7.5,131,19.2,NA
"MORRSB",7,2009,0.876,9.98,7.46,126,18.29,NA
"MORRSB",7,2010,1.3,17.8,15.37,254,40.16,NA
"MORRSB",7,2011,0.902,NA,7.49,130,19.68,NA
"MORRSB",7,2012,0.888,9.1,7.41,128,16.53,1.41
"MORRSB",7,2013,1.291,8.77,7.21,122,18.53,3.14
"MORRSB",7,2014,0.876,9.21,6.63,125,16.75,1.85
"MORRSB",8,2006,1.325,9.21,7.66,115,17.89,NA
"MORRSB",8,2007,0.441,8.9,7.54,131,19.18,NA
"MORRSB",8,2008,NA,9.06,7.6,140,18.4,NA
"MORRSB",8,2009,0.788,8.95,7.51,92,18.86,NA
"MORRSB",8,2010,0.571,9.35,NA,126,17.23,NA
"MORRSB",8,2011,0.67,8.91,7.49,127,18.63,NA
"MORRSB",8,2012,1.03,9.52,7.33,129,15.3,3.84
"MORRSB",8,2013,0.842,8.88,7.29,129,18.89,2.02
"MORRSB",8,2014,0.685,9.06,7.34,131,16.83,1.97
"MORRSB",9,2006,0.952,9.34,7.53,123,16.5,NA
"MORRSB",9,2007,0.387,9.48,7.6,132,16.26,NA
"MORRSB",9,2008,NA,9.79,7.8,144,15.52,NA
"MORRSB",9,2009,0.547,9.71,7.4,127,14.46,NA
"MORRSB",9,2010,0.381,9.43,7.8,131,16.23,NA
"MORRSB",9,2011,5.142,9.53,7.04,102,16.04,NA
"MORRSB",9,2012,0.395,10.54,7.59,132,11.9,1.24
"MORRSB",9,2013,0.54,10.32,7.28,130,12.15,1.09
"MORRSB",9,2014,0.47,9.83,7.57,132,13.85,1.53
"MORRSB",10,2006,0.891,10.76,7.79,123,9.87,NA
"MORRSB",10,2007,0.39,9.9,7.66,134,14.07,NA
"MORRSB",10,2008,0.4139,10.54,7.58,147,11.05,NA
"MORRSB",10,2009,0.492,10.97,7.18,142,9.35,NA
"MORRSB",10,2010,0.368,9.8,7.64,125,14.27,NA
"MORRSB",10,2011,1.589,10.21,7.2,118,11.96,NA
"MORRSB",10,2012,0.381,10.47,7.47,138,9.94,0.43
"MORRSB",10,2013,NA,10.78,7.43,135,9.67,0.76
"MORRSB",10,2014,0.41,9.65,7.58,134,14.41,0.47
"MORRSC",4,2007,3.898,11.35,7.14,64,7.37,NA
"MORRSC",5,2006,NA,10.58,7.24,88,10.37,NA
"MORRSC",5,2007,0.493,10.22,7.61,91,13.21,NA
"MORRSC",5,2008,0.385,9.91,7.08,86,12.89,NA
"MORRSC",5,2009,0.498,10.21,6.94,86,11.17,NA
"MORRSC",5,2010,0.516,11.66,7.23,88,9.87,NA
"MORRSC",5,2011,1.754,10.22,6.79,67,11.5,NA
"MORRSC",5,2012,0.416,9.74,7.07,97,12.8,0.66
"MORRSC",5,2013,0.408,10.75,7.06,91,10.2,2.77
"MORRSC",6,2006,0.321,8.92,7.42,94,16.82,NA
"MORRSC",6,2007,0.239,9.34,7.51,98,16.85,NA
"MORRSC",6,2008,0.286,8.6,7.18,99,17.73,NA
"MORRSC",6,2009,0.421,9.65,7,90,13.23,NA
"MORRSC",6,2010,0.231,9.65,7.48,95,14.59,NA
"MORRSC",6,2011,0.443,9.36,6.74,89,14.43,NA
"MORRSC",6,2012,0.39,9.75,6.97,95,14.17,0.51
"MORRSC",6,2013,1.125,9.85,6.76,86,13.82,2.24
"MORRSC",7,2006,0.241,8.98,7.53,97,18.4,NA
"MORRSC",7,2007,0.252,18.04,15.14,200,37.44,NA
"MORRSC",7,2008,0.14401,8.62,7.28,105,18.65,NA
"MORRSC",7,2009,0.174,9.41,7.24,100,18.28,NA
"MORRSC",7,2010,0.218,16.84,15.01,200,40.06,NA
"MORRSC",7,2011,0.226,3.78,7.16,103,17.78,NA
"MORRSC",7,2012,0.198,9.3,7.15,106,15.71,0.75
"MORRSC",7,2013,0.328,8.99,6.96,95,17.49,1.43
"MORRSC",8,2006,4.481,9.15,7.87,97,18.03,NA
"MORRSC",8,2007,0.082,8.75,7.61,104,19.22,NA
"MORRSC",8,2008,NA,8.55,7.39,106,18.42,NA
"MORRSC",8,2009,0.178,8.86,7.3,103,18.51,NA
"MORRSC",8,2010,0.091,9.2,NA,100,16.89,NA
"MORRSC",8,2011,NA,16.16,13.45,74,41.5,NA
"MORRSC",8,2012,0.262,9.45,7,98,14.64,3.26
"MORRSC",8,2013,0.185,8.99,7.16,101,18.39,1.41
"MORRSC",9,2006,0.252,9.22,7.56,97,16.69,NA
"MORRSC",9,2007,0.091,9.38,7.59,102,16.31,NA
"MORRSC",9,2008,NA,9.34,7.77,112,15.99,NA
"MORRSC",9,2009,0.127,9.67,7.32,101,14.76,NA
"MORRSC",9,2010,0.055,9,7.76,100,16.38,NA
"MORRSC",9,2011,1.277,9.67,6.93,83,15.38,NA
"MORRSC",9,2012,0.055,10.78,7.49,102,10.29,0.24
"MORRSC",9,2013,0.152,10.36,7.25,102,11.59,0.62
"MORRSC",10,2006,0.222,10.8,8.12,96,9.82,NA
"MORRSC",10,2008,0.08152,6.89,7.11,117,11.86,NA
"MORRSC",10,2009,0.111,10.67,7.41,107,9.45,NA
"MORRSC",10,2010,0.073,9.29,7.5,102,14.59,NA
"MORRSC",10,2011,0.414,9.88,7.17,94,12.52,NA
"MORRSC",10,2012,0.074,10.28,7.3,106,9.5,0.58
"MORRSC",10,2013,NA,9.94,7.05,104,9.94,0.49
"MORRSD",4,2007,17.331,11.5,7.28,180,7.97,NA
"MORRSD",5,2006,NA,10.25,7.46,216,12.29,NA
"MORRSD",5,2007,3.401,10.21,7.85,226,12.57,NA
"MORRSD",5,2008,3.696,10.61,7.4,216,9.64,NA
"MORRSD",5,2009,3.223,10.29,7.41,248,13.98,NA
"MORRSD",5,2010,7.4102,22.52,14.82,495,22.91,NA
"MORRSD",5,2011,8.955,10.83,7.35,193,12.9,NA
"MORRSD",5,2012,2.477,8.8,7.35,250,18.47,1.46
"MORRSD",5,2013,2.886,10.01,7.32,250,12.99,1.89
"MORRSD",5,2014,10.495,10.47,7.27,242,12.07,1.15
"MORRSD",6,2006,1.722,8.31,7.43,234,20.46,NA
"MORRSD",6,2007,2.368,8.67,7.61,237,18.7,NA
"MORRSD",6,2008,2.135,7.74,7.38,246,22.62,NA
"MORRSD",6,2009,2.348,9.4,7.4,239,16.68,NA
"MORRSD",6,2010,1.703,9.66,7.66,266,15.1,NA
"MORRSD",6,2011,3.174,8.87,7.4,245,18.38,NA
"MORRSD",6,2012,1.9153,9.42,7.2,256,16.16,0.63
"MORRSD",6,2013,4.952,9.12,7.3,238,18.27,2.48
"MORRSD",6,2014,3.685,9.21,7.36,217,18.01,1.5
"MORRSD",7,2006,2.475,8.7,7.58,223,20.43,NA
"MORRSD",7,2007,1.26,8.17,7.95,238,21.44,NA
"MORRSD",7,2008,1.41824,8.51,7.44,248,20.57,NA
"MORRSD",7,2009,1.761,8.88,7.43,251,22.57,NA
"MORRSD",7,2010,1.3467,7.999,7.57,248,23.44,NA
"MORRSD",7,2011,1.658,8.44,7.37,278,21.04,NA
"MORRSD",7,2012,1.308,8.61,7.45,272,19.61,0.73
"MORRSD",7,2013,2.575,8.32,7.39,253,21.14,1.19
"MORRSD",7,2014,1.901,8.24,7.17,273,22.11,0.76
"MORRSD",8,2006,2.204,8.73,7.56,230,20.92,NA
"MORRSD",8,2007,1.099,8.1,7.76,233,21.47,NA
"MORRSD",8,2008,NA,8.34,7.55,265,20.59,NA
"MORRSD",8,2009,1.94,8.49,7.43,231,21.85,NA
"MORRSD",8,2010,1.2,8.84,NA,233,18.51,NA
"MORRSD",8,2011,2.282,15.95,15.28,536,46.04,NA
"MORRSD",8,2012,1.505,8.91,7.45,257,18.74,0.8
"MORRSD",8,2013,2.593,8.61,7.29,260,21.07,0.62
"MORRSD",8,2014,1.34,8.33,7.46,293,21.11,0.72
"MORRSD",9,2006,2.075,8.79,7.55,224,18.9,NA
"MORRSD",9,2007,1.055,9.03,7.59,244,17.78,NA
"MORRSD",9,2008,NA,9.22,7.47,254,17.69,NA
"MORRSD",9,2009,2.066,9.44,7.4,260,16.72,NA
"MORRSD",9,2010,0.941,9.03,7.68,277,17.34,NA
"MORRSD",9,2011,9.344,9.25,7.22,217,17.89,NA
"MORRSD",9,2012,0.938,10.02,7.55,274,14.41,4.61
"MORRSD",9,2013,1.975,9.69,7.66,275,15.14,0.59
"MORRSD",9,2014,0.51,9.83,7.51,285,14.35,0.28
"MORRSD",10,2006,NA,10.73,7.67,217,10.44,NA
"MORRSD",10,2007,0.768,9.81,7.54,247,14.29,NA
"MORRSD",10,2008,0.97262,9.93,7.64,265,13.21,NA
"MORRSD",10,2009,1.096,10.69,7.68,266,10.3,NA
"MORRSD",10,2010,1.004,9.41,7.52,263,15.14,NA
"MORRSD",10,2011,5.365,10.09,7.76,246,12.62,NA
"MORRSD",10,2012,1.22,10.31,7.52,275,10.75,2.24
"MORRSD",10,2013,1.553,11.66,7.5,287,8.44,1.6
"MORRSD",10,2014,0.91,9.79,7.48,293,14.05,0.31
"MORRSE",4,2007,NA,11.73,7.24,158,7.36,NA
"MORRSE",5,2007,5.856,10.19,7.82,221,12.54,NA
"MORRSE",5,2008,6.606,10.6,7.49,201,9.99,NA
"MORRSE",5,2009,5.483,10.03,7.52,219,14.82,NA
"MORRSE",5,2010,6.046,11.04,7.41,231,11.49,NA
"MORRSE",5,2011,NA,10.08,7.28,153,13.06,NA
"MORRSE",5,2012,5.29,8.57,7.45,245,19.54,2.67
"MORRSE",5,2013,5.434,9.91,7.46,215,13.42,1.27
"MORRSE",5,2014,13.447,9.99,7.42,222,15.67,3.85
"MORRSE",6,2007,3.836,8.8,7.66,237,18.61,NA
"MORRSE",6,2008,4.32,7.98,7.41,246,22.38,NA
"MORRSE",6,2009,5.63,9.27,7.52,230,17.11,NA
"MORRSE",6,2010,3.431,9.16,7.62,251,17.18,NA
"MORRSE",6,2011,7.143,9.01,7.46,231,18.18,NA
"MORRSE",6,2012,3.354,9.74,7.19,246,14.51,2.87
"MORRSE",6,2013,24.986,8.86,7.41,211,19.17,9.35
"MORRSE",6,2014,6.19,9.32,7.47,200,17.7,5.46
"MORRSE",7,2006,5.588,8.75,7.51,176,19.59,NA
"MORRSE",7,2007,2.993,8.45,7.65,219,21.09,NA
"MORRSE",7,2008,2.18095,8.72,7.46,266,19.54,NA
"MORRSE",7,2009,2.745,8.96,7.52,249,22.18,NA
"MORRSE",7,2010,2.786,8.11,7.65,219,23.16,NA
"MORRSE",7,2011,3.786,8.5,7.51,225,20.76,NA
"MORRSE",7,2012,2.642,8.64,7.48,266,19.51,5.79
"MORRSE",7,2013,7.758,7.81,7.3,240,23.39,3.54
"MORRSE",7,2014,2.788,8.33,7.25,267,21.78,3.85
"MORRSE",8,2006,4.471,8.71,8,206,19.95,NA
"MORRSE",8,2007,2.147,8.38,7.67,238,20.92,NA
"MORRSE",8,2008,NA,8.68,7.57,264,19.81,NA
"MORRSE",8,2009,4.0447,8.27,7.49,204,21.6,NA
"MORRSE",8,2010,2.722,8.88,NA,229,18.71,NA
"MORRSE",8,2011,3.03,8.19,7.7,263,23.05,NA
"MORRSE",8,2012,2.247,9.08,7.53,228,17.81,0.85
"MORRSE",8,2013,4.187,8.84,7.76,226,19.7,1.34
"MORRSE",8,2014,1.98,8.8,7.64,283,19.86,1.54
"MORRSE",9,2007,2.434,9.31,7.63,263,17.01,NA
"MORRSE",9,2008,NA,9.39,7.61,259,17.18,NA
"MORRSE",9,2009,1.461,9.64,7.45,264,15.38,NA
"MORRSE",9,2010,1.854,9.17,7.71,254,16.53,NA
"MORRSE",9,2011,14.829,9.22,7.37,225,18.35,NA
"MORRSE",9,2012,1.5,10.2,7.59,249,13.6,0.41
"MORRSE",9,2013,3.029,10.09,7.76,272,14.38,1.66
"MORRSE",9,2014,1.97,9.74,7.75,335,14.97,1.45
"MORRSE",10,2006,NA,10.85,7.74,211,10.03,NA
"MORRSE",10,2007,3.101,10.2,7.63,271,13.22,NA
"MORRSE",10,2008,1.8831,10.39,7.41,279,11.61,NA
"MORRSE",10,2009,2.011,11.24,7.52,282,9.85,NA
"MORRSE",10,2010,1.801,9.6,7.52,241,14.39,NA
"MORRSE",10,2011,17.277,9.9,7.63,235,12.86,NA
"MORRSE",10,2012,1.994,10.63,7.57,270,10.16,0.86
"MORRSE",10,2013,2.598,11.76,7.6,298,7.4,1.01
"MORRSE",10,2014,1.73,10,7.52,284,13.03,0.57
"ROVASA",4,2007,4.951,12.02,7.96,388,6.88,NA
"ROVASA",5,2006,NA,10.72,8.11,492,10.29,NA
"ROVASA",5,2007,0.961,10.5,8.2,554,13.35,NA
"ROVASA",5,2008,0.895,10.71,8.12,572,10.77,NA
"ROVASA",5,2009,1.105,10.64,8.04,593,11.73,NA
"ROVASA",5,2010,1.1513,11.02,8.1,601,9.59,NA
"ROVASA",5,2011,3.355,10.5,7.92,413,13.02,NA
"ROVASA",5,2012,0.512,9.74,7.95,592,13.2,0.42
"ROVASA",5,2013,0.647,9.75,8.03,532,14.57,0.86
"ROVASA",5,2014,1.828,11.09,8.31,508,12.71,0.39
"ROVASA",6,2006,0.73482,9.16,8.08,580,17.34,NA
"ROVASA",6,2007,0.674,9.04,8.13,605,17.22,NA
"ROVASA",6,2008,0.386,8.37,8,642,20.2,NA
"ROVASA",6,2009,2.108,9.38,7.98,486,17.03,NA
"ROVASA",6,2010,0.6151,9.39,8.15,647,14.95,NA
"ROVASA",6,2011,2.366,9.45,8.08,613,16.34,NA
"ROVASA",6,2012,0.561,8.85,7.93,580,18.34,1.09
"ROVASA",6,2013,1.244,9.47,7.93,521,16.07,0.78
"ROVASA",6,2014,1.157,9.21,7.92,516,16.09,1.4
"ROVASA",7,2006,0.635,8.04,8.06,589,23.3,NA
"ROVASA",7,2007,0.444,8.2,8.01,610,22.12,NA
"ROVASA",7,2008,0.426,8.37,8.02,658,20.35,NA
"ROVASA",7,2009,0.346,8.63,7.94,619,19.82,NA
"ROVASA",7,2010,0.2884,7.8,8.08,738,22.96,NA
"ROVASA",7,2011,0.989,8.94,8.12,741,18.33,NA
"ROVASA",7,2012,0.77,8.71,8.04,546,18.09,0.66
"ROVASA",7,2013,1.035,8.43,7.84,565,20.72,0.73
"ROVASA",7,2014,1.005,8.76,7.89,600,20.3,0.94
"ROVASA",8,2006,0.373,8.86,8.11,633,19.98,NA
"ROVASA",8,2007,0.23,8.01,8.01,639,22.49,NA
"ROVASA",8,2008,NA,9.1,8.12,662,18.06,NA
"ROVASA",8,2009,0.809,8.53,8,582,21.12,NA
"ROVASA",8,2010,4.216,7.51,7.65,475,18.7,NA
"ROVASA",8,2011,0.134,8.44,7.84,656,17.96,NA
"ROVASA",8,2012,0.341,8.84,8,586,17.12,0.44
"ROVASA",8,2013,0.719,8.88,8,537,19.51,0.24
"ROVASA",8,2014,0.56,9.14,8.06,649,16.97,0.5
"ROVASA",9,2006,0.694,9.17,8.14,572,16.83,NA
"ROVASA",9,2007,0.144,8.99,7.77,644,18.55,NA
"ROVASA",9,2008,0.479,9.35,8.03,607,16.17,NA
"ROVASA",9,2009,0.446,9.61,8.02,701,15.63,NA
"ROVASA",9,2010,0.152,9.11,8.19,779,15.56,NA
"ROVASA",9,2011,2.601,9.33,8.02,558,17.37,NA
"ROVASA",9,2012,NA,10.76,8.04,550,11.45,0.21
"ROVASA",9,2013,1.308,19.82,15.98,1132,27.69,0.68
"ROVASA",9,2014,0.21,10.05,8.02,662,14.15,0.45
"ROVASA",10,2006,1.003,10.15,7.95,532,12.17,NA
"ROVASA",10,2007,0.163,9.34,8,656,16.09,NA
"ROVASA",10,2008,0.484,10.14,8.07,675,12.03,NA
"ROVASA",10,2009,0.4438,11,8.41,477,7.87,NA
"ROVASA",10,2010,0.355,9.63,8.01,712,13.98,NA
"ROVASA",10,2011,1.847,9.72,7.7,501,13.49,NA
"ROVASA",10,2013,0.462,10.09,8.02,591,10.01,0.46
"ROVASA",10,2014,0.28,9.45,7.81,682,14,0.21
"ROVASA",11,2012,0.719,10.98,7.97,577,8.06,0.35
"ROVASB",4,2007,3.451,12.01,7.97,434,6.99,NA
"ROVASB",5,2006,NA,10.27,8.11,577,11.54,NA
"ROVASB",5,2007,0.536,10.15,8.15,643,13.49,NA
"ROVASB",5,2008,0.455,10.36,8.13,662,11.74,NA
"ROVASB",5,2009,0.479,10.54,8.13,702,12.67,NA
"ROVASB",5,2010,0.6379,10.86,8.07,632,9.75,NA
"ROVASB",5,2011,2.434,10.27,7.95,480,13.31,NA
"ROVASB",5,2012,0.4,9.73,8.04,695,13.64,0.58
"ROVASB",5,2013,0.404,9.56,8.03,657,15.05,0.87
"ROVASB",5,2014,0.682,10.22,8.09,610,12.59,0.57
"ROVASB",6,2006,0.343,8.88,8.14,441,18.4,NA
"ROVASB",6,2007,0.328,9.04,8.07,699,17.5,NA
"ROVASB",6,2008,0.222,8.35,8.06,717,20.46,NA
"ROVASB",6,2009,0.976,9.09,8.03,548,17.94,NA
"ROVASB",6,2010,0.5371,9.53,8.2,723,14.999,NA
"ROVASB",6,2011,1.106,9.05,7.96,506,16.9,NA
"ROVASB",6,2012,0.434,8.9,7.97,670,18.13,0.85
"ROVASB",6,2013,0.646,9.34,7.92,577,16.2,1.75
"ROVASB",6,2014,0.797,9.14,7.98,635,16.58,2.18
"ROVASB",7,2006,0.249,8.07,8.08,677,22.99,NA
"ROVASB",7,2007,0.198,8.39,8.16,700,21.73,NA
"ROVASB",7,2008,0.24127,8.51,8.13,732,20.62,NA
"ROVASB",7,2009,NA,9.01,8.04,710,19.64,NA
"ROVASB",7,2010,0.217,8.51,8.21,723,20.76,NA
"ROVASB",7,2011,0.0141,8.87,8.09,777,18.39,NA
"ROVASB",7,2012,0.266,8.4,7.95,564,19.67,0.56
"ROVASB",7,2013,0.361,8.36,7.97,667,21.38,0.47
"ROVASB",7,2014,0.475,8.44,7.93,715,20.79,1.11
"ROVASB",8,2006,0.239,8.92,8.06,685,19.79,NA
"ROVASB",8,2007,0.196,8.42,8.02,692,21.76,NA
"ROVASB",8,2008,NA,9.36,8.22,753,17.48,NA
"ROVASB",8,2009,0.434,8.56,8.08,683,20.24,NA
"ROVASB",8,2010,0.28,8.94,8.06,668,18.58,NA
"ROVASB",8,2011,0.338,8.8,8.16,502,19.01,NA
"ROVASB",8,2012,0.232,9.24,8.06,711,16.62,0.21
"ROVASB",8,2013,0.461,8.97,8.05,687,19.22,0.65
"ROVASB",8,2014,0.013,9.11,8.11,764,17.39,0.44
"ROVASB",9,2006,0.359,9.18,8.06,659,16.88,NA
"ROVASB",9,2007,0.128,9.21,7.97,707,17.87,NA
"ROVASB",9,2008,NA,9.47,8.12,716,16.14,NA
"ROVASB",9,2009,0.234,9.9,8.07,788,14.84,NA
"ROVASB",9,2010,0.124,9.59,8.28,834,15.26,NA
"ROVASB",9,2011,1.419,9.37,8.02,660,17.25,NA
"ROVASB",9,2012,0.278,10.91,8.01,696,11.12,0.25
"ROVASB",9,2013,0.307,10.08,8.03,682,13.2,0.69
"ROVASB",9,2014,0.49,10.32,8.11,774,14.1,1.9
"ROVASB",10,2006,0.449,10.15,8.05,538,12.37,NA
"ROVASB",10,2007,0.767,9.81,7.85,701,15.25,NA
"ROVASB",10,2008,0.24863,10.01,8.11,778,12.44,NA
"ROVASB",10,2009,0.3499,10.78,8.44,759,8.21,NA
"ROVASB",10,2010,0.252,9.98,8.04,788,12.97,NA
"ROVASB",10,2011,0.866,9.9,7.79,561,13.21,NA
"ROVASB",10,2013,0.152,10.31,7.92,685,10.31,0.28
"ROVASB",10,2014,0.24,9.14,7.96,774,14.67,0.17
"ROVASB",11,2012,0.529,11.2,7.96,676,8.11,0.13
"ROVASC",4,2007,NA,12.24,7.92,199,7.19,NA
"ROVASC",5,2006,NA,10.59,8.26,294,12.97,NA
"ROVASC",5,2007,12.967,10.28,8.2,371,14.8,NA
"ROVASC",5,2008,17.977,9.95,8.33,354,15.44,NA
"ROVASC",5,2009,23.59,10.35,8.27,349,15.42,NA
"ROVASC",5,2010,11.9067,11.45,8.17,414,10.53,NA
"ROVASC",5,2011,64.439,10.5,8.06,313,14.41,NA
"ROVASC",5,2012,NA,9.89,7.99,342,15.31,1.2
"ROVASC",5,2013,NA,9.94,8.5,394,17.59,0.86
"ROVASC",6,2006,17.358,9.11,8.31,330,21.33,NA
"ROVASC",6,2007,7.394,8.5,8.16,417,20.46,NA
"ROVASC",6,2008,7.766,8.44,8.25,400,24.35,NA
"ROVASC",6,2009,NA,9.81,7.99,262,17.94,NA
"ROVASC",6,2010,10.436,18.2,16.28,882,33.67,NA
"ROVASC",6,2011,18.406,9.4,8.17,380,18.7,NA
"ROVASC",6,2012,13.81,8.88,8.15,376,21.14,1.08
"ROVASC",6,2013,NA,9.97,8,311,16.42,1.51
"ROVASC",7,2006,8.227,8.2,8.01,376,24.09,NA
"ROVASC",7,2007,4.474,7.33,7.98,423,24.64,NA
"ROVASC",7,2008,9.91359,8.03,8.15,408,24.08,NA
"ROVASC",7,2009,23.004,8.82,8.07,401,21.33,NA
"ROVASC",7,2010,1.218,7.46,8.06,536,24.7,NA
"ROVASC",7,2011,10.356,8.74,8.35,431,22.26,NA
"ROVASC",7,2012,7.068,8.78,8.08,377,19.72,0.54
"ROVASC",7,2013,NA,8.19,8.21,401,25.76,0.65
"ROVASC",8,2006,3.862,8.87,8.02,409,20.07,NA
"ROVASC",8,2007,NA,7.25,8.05,465,23.72,NA
"ROVASC",8,2008,NA,9.25,8.45,441,20.31,NA
"ROVASC",8,2009,16.1203,8.35,8.21,401,22.36,NA
"ROVASC",8,2010,4.76,8.78,8.12,444,19.76,NA
"ROVASC",8,2011,15.992,17.16,16.6,794,44.19,NA
"ROVASC",8,2012,4.247,9.45,8.05,369,17.31,0.41
"ROVASC",8,2013,NA,9.26,8.2,378,20.96,0.7
"ROVASC",9,2006,21.762,9.71,8.18,305,16.75,NA
"ROVASC",9,2007,NA,8.91,8.07,484,19.08,NA
"ROVASC",9,2008,NA,9.74,8.19,429,17.86,NA
"ROVASC",9,2009,4.183,9.23,7.99,488,16.94,NA
"ROVASC",9,2010,0.698,9.26,8.04,631,15.19,NA
"ROVASC",9,2011,NA,9.7,8.1,348,17.62,NA
"ROVASC",9,2012,NA,11.2,8.3,351,12.9,0.47
"ROVASC",9,2013,NA,10.38,8.17,393,14.62,0.84
"ROVASC",10,2006,15.007,10.95,8.21,351,10.81,NA
"ROVASC",10,2007,NA,9.26,8.17,408,16.56,NA
"ROVASC",10,2008,4.65866,9.95,8.02,425,14.19,NA
"ROVASC",10,2009,3.542,11.58,8.56,472,7.19,NA
"ROVASC",10,2010,9.477,10.54,7.999,409,11.43,NA
"ROVASC",10,2011,NA,10.77,8.06,306,12.32,NA
"ROVASC",10,2013,0.704,10.61,7.89,451,12.04,0.66
"ROVASC",11,2012,NA,11.66,8.25,371,8.17,0.71
"ROVASD",4,2007,NA,12.27,8,200,7.05,NA
"ROVASD",5,2006,NA,10.63,8.38,285,13.06,NA
"ROVASD",5,2007,13.923,10.28,8.37,394,14.78,NA
"ROVASD",5,2008,18.263,10.03,8.28,371,14.61,NA
"ROVASD",5,2009,28.348,10.27,8.35,359,15.43,NA
"ROVASD",5,2010,30.8694,23.4,16.66,890,20.86,NA
"ROVASD",5,2011,NA,10.41,8.21,299,14.89,NA
"ROVASD",5,2012,39.182,10.03,8.22,348,15.56,2
"ROVASD",5,2013,9.631,10.07,8.38,420,16.52,0.86
"ROVASD",5,2014,NA,10.51,8.33,341,14.03,1.19
"ROVASD",6,2006,NA,41.86,34.38,840,80.03,NA
